respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
262,1,5,3,4,4,2,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,5,4,5,5,5,5,4,3,4,5,4,4,4,3,5,3,3,5,4,3,5,4,4,5,3,4,3,5,5,4,4,4,5,4,3,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
263,1,4,3,2,3,2,3,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,3,4,5,4,4,5,3,4,4,5,4,4,4,3,5,4,3,3,4,4,5,5,3,5,4,5,4,4,3,4,4,3,2,3,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1^无,无
264,2,2,4,6,5,1,3,2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,3,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,2,4,1,1,3,1,1,2,2,3,3,1,1,1,2,1,2,3,1,3,4,1,2,1,5,4,4,5,4,4,5,5,5,4,1,3,3,2,4,4,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,无
265,1,3,5,4,2,4,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,4,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,4,4,4,4,4,4,5,5,3,4,4,3,4,4,4,4,4,4,4,5,4,4,3,3,3,4,3,3,4,4,4,4,3,5,4,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,无
266,1,3,3,4,3,3,3,1,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,2,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,4,3,4,4,4,5,3,4,5,5,4,5,3,4,4,3,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,4,5,3,4,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,无
267,1,3,3,2,1,1,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,3,4,4,5,3,5,5,4,4,5,5,5,3,1,1,1,3,1,3,1,2,2,3,1,3,2,4,2,3,3,4,2,5,5,4,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
268,1,3,2,2,5,1,2,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,2,2,1,3,1,3,2,4,2,3,5,4,3,5,2,1,2,3,2,2,1,1,4,3,2,3,2,2,2,1,1,3,1,1,5,5,5,5,5,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
269,1,3,3,2,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,5,5,4,5,4,4,5,4,5,4,4,4,4,5,4,4,4,4,5,5,4,4,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
270,2,3,3,2,2,2,3,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,3,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,2,3,5,4,5,4,4,4,3,3,5,5,4,5,4,5,5,5,5,4,4,3,4,5,3,4,4,5,3,5,4,5,4,5,5,3,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,无
271,1,3,5,5,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,4,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,4,2,3,1,2,3,3,1,1,3,3,3,1,1,3,3,3,3,1,2,3,3,2,1,1,1,2,3,2,1,3,3,3,3,3,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
272,2,3,1,5,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,5,4,5,5,3,1,2,2,5,4,5,4,5,4,5,5,4,5,5,5,5,3,3,2,1,1,1,1,2,1,1,3,1,3,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
273,2,3,2,2,4,2,4,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,3,4,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,2,3,5,4,5,5,5,4,3,5,3,1,1,4,2,3,2,3,1,1,3,2,2,1,3,1,3,3,1,2,5,4,4,5,3,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
274,1,3,5,6,2,2,2,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,3,3,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,3,4,3,4,5,3,4,5,4,4,4,5,4,5,3,4,4,5,5,4,4,5,3,4,4,4,5,4,4,4,4,4,5,4,3,2,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
275,1,5,4,2,3,3,5,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,4,5,4,4,3,3,3,5,4,5,3,4,5,4,3,4,5,4,5,4,3,5,4,4,4,4,4,4,5,5,5,5,4,5,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,无
276,2,1,3,4,4,3,3,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1^无,2,3,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,5,4,5,3,4,3,4,3,4,5,5,3,5,4,4,4,4,4,4,4,3,5,4,4,5,5,5,3,4,3,4,5,4,5,5,3,5,4,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
277,2,2,3,2,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,4,4,4,3,3,5,5,5,4,5,4,4,4,3,4,4,4,4,3,4,3,4,4,5,4,5,4,4,3,4,4,5,5,4,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
278,2,2,4,3,3,2,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,3,5,3,5,5,5,4,5,4,4,5,5,4,4,4,5,3,3,4,5,4,4,4,4,3,5,4,3,5,4,5,4,5,3,4,5,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
279,2,4,3,2,4,2,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,5,5,5,5,5,4,5,4,1,3,3,4,4,4,3,4,4,5,4,5,4,5,5,3,3,4,5,3,4,4,5,5,5,5,4,1,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
280,1,3,2,2,1,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,3,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,5,5,5,4,3,4,4,3,5,4,3,1,4,3,3,3,2,3,1,1,3,4,5,4,5,4,3,3,4,5,4,1,2,3,3,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
281,1,3,2,2,3,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,2,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,5,4,4,4,4,5,5,5,5,5,3,5,3,4,1,1,1,1,3,1,3,1,5,4,4,4,4,3,5,5,4,4,3,3,4,5,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
282,2,3,4,2,2,1,2,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,3,4,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,1,3,4,4,4,4,4,4,5,3,4,4,4,4,5,3,5,4,4,4,5,4,4,4,2,1,1,2,2,3,3,2,5,3,4,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
283,1,4,3,2,3,2,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,2,3,3,4,4,4,3,5,4,4,5,3,5,4,4,4,3,4,4,5,4,4,5,5,4,5,4,4,4,5,4,5,4,3,4,1,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
284,2,3,3,2,1,2,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,5,5,4,5,4,4,4,3,4,4,4,3,5,3,5,4,4,3,5,4,4,4,3,4,3,5,4,5,4,4,5,5,5,5,3,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
285,1,2,4,2,3,3,3,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,4,5,4,4,5,5,5,3,2,1,2,2,2,2,2,1,3,3,2,2,2,4,4,4,5,5,5,5,5,4,4,4,4,3,5,3,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
286,1,3,3,4,2,3,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,5,3,4,4,4,4,4,5,5,3,3,4,4,5,3,5,5,5,4,3,5,5,3,3,5,4,4,4,5,4,4,5,5,4,5,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
287,1,2,3,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,5,4,4,5,3,4,4,5,5,5,4,2,1,3,3,1,4,1,3,3,4,4,5,4,4,4,4,4,4,5,4,4,5,5,4,3,4,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
288,2,3,1,2,4,3,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,4,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,3,4,5,4,3,4,5,4,5,5,5,4,3,3,4,4,4,3,5,4,3,5,4,5,4,5,4,3,4,4,4,4,4,3,5,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
289,2,3,5,2,1,1,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,3,4,5,4,4,4,4,4,5,5,3,4,4,4,4,5,4,4,5,4,3,4,3,5,4,4,4,3,4,5,5,4,3,5,3,1,3,0,1,0,1,0,1,0,0,1^无,0,0,1,0,0,1,0,无
290,1,2,3,4,3,1,4,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,1,5,5,5,3,1,2,1,5,4,3,5,1,1,2,2,2,2,1,2,2,1,2,1,4,2,1,2,2,1,2,3,3,5,4,4,4,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
291,1,2,4,6,2,1,5,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,3,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,4,5,4,5,3,5,3,4,4,4,5,4,4,5,5,4,4,5,4,4,5,3,5,5,4,5,5,4,4,5,4,5,4,4,4,4,4,5,2,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
292,1,3,4,4,3,1,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,5,3,4,5,4,4,4,4,3,2,3,3,3,1,4,2,3,2,1,3,5,5,3,3,5,4,5,4,3,4,4,5,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
293,1,4,4,5,3,2,4,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,3,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,4,5,5,3,1,2,2,4,3,4,5,4,5,3,5,5,4,3,3,4,4,3,3,5,3,4,4,5,4,3,5,4,4,4,3,2,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
294,1,1,4,3,5,2,1,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0,1,0,0,0,5,4,5,5,3,3,4,4,4,4,5,5,3,4,4,3,3,4,4,4,3,5,4,3,5,4,5,4,3,4,3,4,4,5,5,3,4,4,3,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,无
295,1,3,2,5,2,1,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,1,4,4,4,4,4,5,5,5,3,5,4,1,3,1,3,1,2,3,2,1,3,5,4,5,4,3,4,3,4,4,5,4,4,4,4,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
296,1,2,4,5,4,1,5,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,5,5,5,4,4,4,5,4,5,4,3,4,5,4,5,4,3,4,4,5,4,4,5,4,5,5,5,3,4,3,4,5,4,5,4,5,3,4,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,无
297,1,5,4,2,4,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,5,3,4,5,5,3,3,4,3,4,4,5,4,5,4,4,4,5,4,4,5,5,3,3,5,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
298,2,3,3,2,3,3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,4,4,5,3,5,4,3,5,3,4,5,4,5,3,4,4,5,5,4,4,4,4,5,5,4,4,4,5,3,5,4,5,4,4,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
299,1,4,5,5,1,1,4,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,3,3,5,5,4,3,3,1,1,4,4,5,3,4,3,1,1,1,3,1,3,1,2,2,4,3,5,5,3,4,5,5,5,4,4,4,5,5,1,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
300,2,5,5,2,3,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,3,5,4,4,3,4,4,4,3,5,3,3,3,1,3,1,1,3,3,1,5,4,4,3,4,4,4,4,4,4,5,4,4,5,2,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
301,1,3,4,5,1,2,3,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,4,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,3,5,5,2,1,1,2,5,4,4,5,5,5,5,3,4,5,5,4,5,4,4,5,4,5,3,5,4,4,5,5,3,3,4,4,2,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
302,2,3,4,6,2,2,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,3,5,4,3,5,5,4,3,1,3,1,5,4,4,3,4,4,3,4,4,4,3,4,5,4,3,5,4,4,4,4,2,4,3,2,1,3,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
303,2,4,4,2,5,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,5,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,4,3,4,4,3,4,5,4,5,3,5,5,4,4,5,5,4,3,4,4,5,4,4,3,4,4,4,4,3,4,3,3,5,3,5,4,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
304,1,2,2,6,1,3,2,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,5,4,4,5,4,3,2,3,1,4,3,5,4,5,4,4,4,5,3,4,4,5,3,4,5,3,4,4,5,3,5,4,5,4,4,3,4,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
305,1,3,4,3,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,3,5,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,5,4,4,5,3,3,3,5,4,5,5,5,4,3,5,4,5,4,4,4,5,5,4,4,5,3,3,3,5,3,4,5,4,4,5,3,2,3,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,无
306,2,4,4,2,1,2,4,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,3,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,4,4,4,4,4,4,4,4,5,4,5,5,5,3,3,4,5,4,3,4,5,4,5,4,5,4,4,3,5,4,4,4,4,4,5,5,5,4,3,4,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,无
307,1,3,4,6,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,3,4,5,5,4,4,4,3,3,3,5,4,4,3,3,4,5,3,4,3,4,5,3,3,4,5,4,3,5,4,4,5,3,4,4,2,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,无
308,1,2,3,2,4,3,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,4,4,4,4,4,4,3,4,5,5,4,4,5,4,3,3,5,5,4,3,3,5,4,3,4,5,5,4,5,4,3,3,5,4,4,3,4,2,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,无
309,2,5,4,2,3,1,3,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,1,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,3,5,3,4,3,1,1,3,2,5,5,5,4,5,5,4,4,4,5,5,4,4,4,4,5,3,4,3,4,4,4,4,4,4,3,5,4,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
310,2,3,3,4,2,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,3,4,3,1,3,2,2,1,4,4,4,4,1,3,3,1,1,1,3,2,2,2,3,3,2,2,3,1,2,4,4,1,2,2,2,2,3,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
311,1,1,3,2,4,4,3,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,4,4,3,4,5,4,4,5,4,4,5,4,4,1,1,2,3,3,2,3,3,3,2,5,4,5,5,5,3,5,5,4,5,4,4,3,4,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
312,1,5,4,2,4,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1^无,3,5,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,3,4,3,3,3,3,3,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,3,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
313,1,4,5,2,4,3,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,5,4,4,4,3,5,4,5,4,4,5,4,5,3,4,4,4,4,5,4,4,4,4,4,5,5,5,3,4,4,5,4,5,4,1,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1^无,无
314,2,5,1,2,2,1,4,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,1,3,4,4,4,4,5,4,3,3,4,5,5,4,4,4,4,5,5,5,4,4,4,4,5,3,4,4,4,5,4,5,3,1,2,3,3,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
315,1,2,3,2,4,1,3,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,3,5,0,1,0,1,0,0,1^无,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4,4,4,4,5,4,4,5,4,3,5,4,4,3,4,3,3,3,4,5,2,3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
316,1,3,4,8^无,4,3,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,4,4,4,2,2,2,1,4,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,4,3,3,4,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
317,2,2,4,2,2,2,1,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,3,3,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,4,4,5,4,4,3,2,1,1,2,4,5,5,5,3,3,4,4,4,4,5,4,4,5,3,5,5,5,3,4,5,5,5,5,4,5,3,4,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
318,1,2,5,3,3,2,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,5,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,5,4,4,3,3,5,5,3,3,4,4,4,5,4,4,4,5,4,4,3,5,4,5,4,4,3,4,3,3,3,3,3,3,5,4,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
319,1,1,4,3,3,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,3,0,1,0,1,0,0,1^无,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,3,5,3,5,5,3,5,4,5,4,4,4,4,5,4,4,5,4,4,5,3,5,5,5,4,5,3,3,4,4,3,3,4,4,5,5,5,1,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
320,1,3,5,3,3,3,2,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,2,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,3,4,3,2,3,2,1,4,1,3,2,1,1,4,3,1,3,2,2,2,2,2,1,5,3,3,4,3,5,3,3,4,5,3,1,3,3,5,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
321,1,4,3,2,4,3,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,4,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,3,3,3,5,4,5,3,5,4,5,5,4,5,5,3,3,5,5,4,5,4,5,3,3,5,4,5,4,5,5,4,4,5,4,2,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
